CNPJ_Fundo_Classe;Data_Referencia;Versao;Total_Necessidades_Liquidez;Disponibilidades;Titulos_Publicos;Titulos_Privados;Fundos_Renda_Fixa;Total_Investido;Direitos_Bens_Imoveis;Terrenos;Imoveis_Renda_Acabados;Imoveis_Renda_Construcao;Imoveis_Venda_Acabados;Imoveis_Venda_Construcao;Outros_Direitos_Reais;Acoes;Debentures;Bonus_Subscricao;Certificados_Deposito_Valores_Mobiliarios;Cedulas_Debentures;Fundo_Acoes;FIP;FII;FDIC;Outras_Cotas_FI;Notas_Promissorias;Acoes_Sociedades_Atividades_FII;Cotas_Sociedades_Atividades_FII;CEPAC;CRI;CRI_CRA;Letras_Hipotecarias;LCI;LCI_LCA;LIG;Outros_Valores_Mobliarios;Valores_Receber;Contas_Receber_Aluguel;Contas_Receber_Venda_Imoveis;Outros_Valores_Receber;Rendimentos_Distribuir;Taxa_Administracao_Pagar;Taxa_Performance_Pagar;Obrigacoes_Aquisicao_Imoveis;Adiantamento_Venda_Imoveis;Adiantamento_Alugueis;Obrigacoes_Securitizacao_Recebiveis;Instrumentos_Financeiros_Derivativos;Provisoes_Contigencias;Outros_Valores_Pagar;Total_Passivo
41.076.748/0001-55;2025-03-01;1;7240451.53;1055965.85;0;0;6184485.68;457316000;457316000;0;457316000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;11107009.28;2338091.66;0;8768917.62;0;214039.12;0;0;0;0;262120888.81;0;0;1078594.59;263413522.52
41.076.748/0001-55;2025-04-01;1;7240921.7;1056436.02;0;0;6184485.68;457316000;457316000;0;457316000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;11182864.48;2551976.95;0;8630887.53;0;212249.94;0;0;0;0;264560149.99;0;0;1085553.61;265857953.54
41.076.748/0001-55;2025-05-01;1;7505570.89;0;0;0;7505570.89;457316000;457316000;0;457316000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;10924742.93;1901620.91;0;9023122.02;0;209881.84;0;0;0;0;266036421.22;0;0;2881012.41;269127315.47
41.076.748/0001-55;2025-06-01;1;7973810.8;0;0;0;7973810.8;457316000;457316000;0;457316000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;10812206.18;2428152.55;0;8384053.63;0;206618.99;0;0;0;0;266803086.94;0;0;2650119.13;269659825.06
41.076.748/0001-55;2025-07-01;1;7650040.35;0;0;0;7650040.35;457316000;457316000;0;457316000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;11186155.52;508874.35;0;10677281.17;0;206442.19;0;0;0;0;267707432.26;0;0;2773180.96;270687055.41
41.076.748/0001-55;2025-08-01;1;6124023.93;0;0;0;6124023.93;457316000;457316000;0;457316000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;11059695.01;2428152.55;0;8631542.46;0;205465.14;0;0;0;0;268228540.44;0;0;1847271.02;270281276.6
41.076.748/0001-55;2025-09-01;1;6199471.41;0;0;0;6199471.41;457316000;457316000;0;457316000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;10912941.8;2428152.5;0;8484789.3;0;204218.45;0;0;0;0;268511633.85;0;0;1762937.04;270478789.34
41.076.823/0001-88;2025-01-01;1;2779460.8;3935.38;0;0;2775525.42;155743174.77;155743174.77;0;155743174.77;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;-1268058.62;977441.16;0;-2245499.78;0;32350.39;0;0;0;0;88720622.03;0;0;870070.13;89623042.55
41.076.823/0001-88;2025-02-01;2;2545216.6;0;0;0;2545216.6;155743174.77;155743174.77;0;155743174.77;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;-1459718.86;1304790.89;0;-2764509.75;0;32350.39;0;0;0;0;87937687.18;0;0;748155.8;88718193.37
41.076.823/0001-88;2025-03-01;1;2481706.65;0;0;0;2481706.65;155743174.77;155743174.77;0;155743174.77;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;-1490514.52;1335596.68;0;-2826111.2;0;32350.39;0;0;0;0;90538577.88;0;0;754493.23;91325421.5
41.076.823/0001-88;2025-04-01;1;2481706.65;0;0;0;2481706.65;155743174.77;155743174.77;0;155743174.77;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;-1490514.52;1335596.68;0;-2826111.2;0;32350.39;0;0;0;0;90538577.88;0;0;754493.23;91325421.5
41.076.823/0001-88;2025-05-01;1;8480229.35;0;0;0;8480229.35;155743174.77;155743174.77;0;155743174.77;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;-437828.94;1136830.14;0;-1574659.08;0;32350.39;0;0;0;0;90267475.75;0;0;8272495.5;98572321.64
41.076.823/0001-88;2025-06-01;1;7840277.36;0;0;0;7840277.36;161728000;161728000;0;161728000;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;-533352.69;1155926.4;0;-1689279.09;0;32350.39;0;0;0;0;90722856.13;0;0;8268231.15;99023437.67
41.076.823/0001-88;2025-07-01;1;12875069.93;0;0;0;12875069.93;162841881.72;162841881.72;0;162841881.72;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;505230.08;2220067.07;0;-1714836.99;0;32350.39;0;0;0;0;90330620.2;0;0;774168.84;91137139.43
41.076.823/0001-88;2025-08-01;1;11768335.22;0;0;0;11768335.22;163521830.57;163521830.57;0;163521830.57;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;223557.48;1989414.85;0;-1765857.37;0;32350.39;0;0;0;0;89915668.65;0;0;780106.72;90728125.76
41.076.823/0001-88;2025-09-01;1;10758062.86;0;0;0;10758062.86;164043840.9;164043840.9;0;164043840.9;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;6074344.25;2070182.84;0;4004161.41;0;32350.39;0;0;0;0;89518328.7;0;0;3413750.04;92964429.13
41.076.851/0001-03;2025-01-01;1;7722024.14;0;0;0;7722024.14;54133360.59;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;54133360.59;0;;0;0;0;7566521.58;0;7566373.12;148.46;0;61947.43;0;0;0;0;0;0;0;26883.22;88830.65
41.076.851/0001-03;2025-02-01;1;14352998.67;0;0;0;14352998.67;47331109.7;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;47331109.7;0;;0;0;0;7625649.92;0;7625540.34;109.58;0;61947.43;0;0;0;0;0;0;0;90965.67;152913.1
41.076.851/0001-03;2025-03-01;1;15641397.87;0;0;0;15641397.87;45867560.24;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;45867560.24;0;;0;0;0;7553949.13;0;7545945.19;8003.94;0;62950.75;0;0;0;0;0;0;0;37502.72;100453.47
41.076.851/0001-03;2025-04-01;1;16207137.09;0;0;0;16207137.09;45559336.04;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;45559336.04;0;;0;0;0;7542423.69;0;7535015.31;7408.38;0;62788.76;0;0;0;0;0;0;0;41958.44;104747.2
41.076.851/0001-03;2025-05-01;1;16194555.09;0;0;0;16194555.09;45486118.63;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;45486118.63;0;;0;0;0;7538442.05;0;7523600.23;14841.82;0;62990.17;0;0;0;0;0;0;0;41202.23;104192.4
41.076.851/0001-03;2025-06-01;1;16720585.05;0;0;0;16720585.05;44820705.28;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;44820705.28;0;;0;0;0;7524238.16;0;7511693.93;12544.23;0;62915.82;0;0;0;0;0;0;0;45448.89;108364.71
41.076.851/0001-03;2025-07-01;1;16356915.31;0;0;0;16356915.31;44823970.11;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;44823970.11;0;;0;0;0;7513624.87;0;7499290.36;14334.51;0;62784.35;0;0;0;0;0;0;0;50591.06;113375.41
41.076.851/0001-03;2025-08-01;2;17632073.93;0;0;0;17632073.93;43578912.06;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;43578912.06;0;;0;0;0;7502821.64;0;7486383.39;16438.25;0;62470.99;0;0;0;0;0;0;0;40945.12;103416.11
41.076.851/0001-03;2025-09-01;1;35297810.15;0;0;0;35297810.15;93259987.59;0;0;0;0;0;0;0;0;0;0;0;;0;0;28102464.96;0;0;0;0;0;0;;65157522.63;0;;0;0;0;7682641.18;0;7472966.81;209674.37;-275582.55;62645.53;0;0;0;0;0;0;0;13609.06;-199327.96
41.080.968/0001-52;2025-01-01;1;1958596.54;0;0;0;1958596.54;57082268.88;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;57082268.88;0;;0;0;0;86.95;0;0;86.95;0;74806.39;0;0;0;0;0;0;0;49288.28;124094.67
41.080.968/0001-52;2025-02-01;1;1788894.83;0;0;0;1788894.83;57070382.56;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;57070382.56;0;;0;0;0;7531.52;0;0;7531.52;0;76511.26;0;0;0;0;0;0;0;28254.34;104765.6
41.080.968/0001-52;2025-03-01;1;2075533.82;0.22;0;0;2075533.6;56721210.48;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;56721210.48;0;;0;0;0;6782.84;0;0;6782.84;0;76324.19;0;0;0;0;0;0;0;30411.59;106735.78
41.080.968/0001-52;2025-04-01;1;2076771.14;0;0;0;2076771.14;57729774.31;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;57729774.31;0;;0;0;0;6627.2;0;0;6627.2;0;76245.34;0;0;0;0;0;0;0;37407.73;113653.07
41.080.968/0001-52;2025-05-01;1;2086079.9;0;0;0;2086079.9;57677010.8;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;57677010.8;0;;0;0;0;13690.94;0;0;13690.94;0;77456.97;0;0;0;0;0;0;0;35856.85;113313.82
41.080.968/0001-52;2025-06-01;1;2170344.04;0;0;0;2170344.04;57387041.22;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;57387041.22;0;;0;0;0;13448.34;0;0;13448.34;0;77413.41;0;0;0;0;0;0;0;39104.91;116518.32
41.080.968/0001-52;2025-07-01;1;2326828.36;0;0;0;2326828.36;57065169.04;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;57065169.04;0;;0;0;0;10101.36;0;0;10101.36;0;77160.69;0;0;0;0;0;0;0;44298.39;121459.08
41.080.968/0001-52;2025-08-01;1;2289168;0;0;0;2289168;57336132.19;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;57336132.19;0;;0;0;0;8579.81;0;0;8579.81;0;76950.83;0;0;0;0;0;0;0;48775.27;125726.1
41.080.968/0001-52;2025-09-01;1;2043979.39;0;0;0;2043979.39;57218957.93;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;57218957.93;0;;0;0;0;6695.61;0;0;6695.61;0;77375.89;0;0;0;0;0;0;0;27222.68;104598.57
41.081.088/0001-09;2025-01-01;1;63899036.81;0;0;0;63899036.81;810979186.16;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;489727487.07;0;;0;0;321251699.09;1664139.89;0;0;1664139.89;0;794508.13;0;0;0;0;0;0;0;68528270.08;69322778.21
41.081.088/0001-09;2025-02-01;1;45705238.2;0;0;0;45705238.2;901286820.59;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;31660476.15;0;0;0;0;;517981404.08;0;;0;0;351644940.36;1678964.9;0;0;1678964.9;0;807219.59;0;0;0;0;0;0;0;113611233.07;114418452.66
41.081.088/0001-09;2025-03-01;1;6274616.01;0;0;0;6274616.01;944539223.27;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;32025188.6;0;0;0;0;;346045711.6;0;;0;0;566468323.07;1677658.56;0;0;1677658.56;0;834252.57;449676.71;0;0;0;0;0;0;118213536.68;119497465.96
41.081.088/0001-09;2025-04-01;1;17835239.03;0;0;0;17835239.03;935257020.27;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;32025188.6;0;0;0;0;;345225150.45;0;;0;0;558006681.22;13104.49;0;0;13104.49;-365.5;832994.03;656441.26;0;0;0;0;0;0;119830954.31;121320024.1
41.081.088/0001-09;2025-05-01;1;6090197.89;0;0;0;6090197.89;940071264.04;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;33173371.47;0;0;0;0;;401295427.51;0;;0;0;505602465.06;40918.01;0;0;40918.01;-365.5;831785.34;876819.93;0;0;0;0;0;0;110385760.53;112094000.3
41.081.088/0001-09;2025-06-01;1;30412587.71;0;0;0;30412587.71;862323845.58;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;74502321.08;0;0;0;0;;474660270.47;0;;0;0;313161254.03;208230.81;0;0;208230.81;0;834108.38;988990.94;0;0;0;0;0;0;56615497.07;58438596.39
41.081.088/0001-09;2025-07-01;1;24774176.46;0;0;0;24774176.46;875158052.38;0;0;0;0;0;0;0;35050843.17;0;0;0;;0;0;0;0;81421643.25;0;0;0;0;;724079550.85;0;;0;0;34606015.11;276622.61;0;0;276622.61;0;834506.07;0;0;0;0;0;0;0;62148068.56;62982574.63
41.081.088/0001-09;2025-08-01;1;104635923.85;0;0;0;104635923.85;784103618.28;0;0;0;0;0;0;0;0;0;0;0;;0;0;82883099.61;0;0;0;0;0;0;;631046182.23;0;;0;0;70174336.44;276756.62;0;0;276756.62;0;837226.28;0;0;0;0;0;0;0;52713974.4;53551200.68
41.081.336/0001-03;2025-01-01;1;25337111.48;133511.5;;25203599.98;;1706674840.05;1681693401.09;;567537425.67;1114155975.42;;;;;;;;;;;;;;;24981438.96;;;;;;;;;;11317783.04;5791786.22;;5525996.82;;66167.14;;;;;;;;60510256.9;60576424.04
41.081.336/0001-03;2025-02-01;2;27231026.83;201278.83;;27029748;;1707535941.01;1682554502.04;;567772149.85;1114782352.19;;;;;;;;;;;;;;;24981438.97;;;;;;;;;;11341643.78;5860307.77;;5481336.01;;66167.14;;;;;;;;60911372.29;60977539.43
41.081.336/0001-03;2025-03-01;2;26428514;7758.8;;26420755.2;;1710601002.24;1685619563.27;;416327473.24;1269292090.03;;;;;;;;;;;;;;;24981438.97;;;;;;;;;;11319215.24;5739438.32;;5579776.92;;66167.14;;;;;;;;60776472.31;60842639.45
41.081.336/0001-03;2025-04-01;2;28264707.26;515478.32;;27749228.94;;1711005152.87;1686023713.91;;416327473.24;1269696240.67;;;;;;;;;;;;;;;24981438.96;;;;;;;;;;11459967.65;5701639.93;;5758327.72;;66167.14;;;;;;;;69997841.98;70064009.12
41.081.336/0001-03;2025-05-01;2;30499593.78;204963.11;;30294630.67;;1711505514.48;1686524075.51;;416327473.24;1270196602.27;;;;;;;;;;;;;;;24981438.97;;;;;;;;;;11762587.14;5664500.76;;6098086.38;;66167.14;;;;;;;;70258201.08;70324368.22
41.081.336/0001-03;2025-06-01;2;31768230.04;163341.59;;31604888.45;;1712344798.54;1687363359.57;;416327473.24;1271035886.33;;;;;;;;;;;;;;;24981438.97;;;;;;;;;;12066133.23;5656422.47;;6409710.76;15647362.72;66167.14;;;;;;;;70711691.5;86425221.36
41.081.336/0001-03;2025-07-01;1;32140950.99;200993.32;;31939957.67;;1712822512.48;1687841073.51;;416327473.24;1271513600.27;;;;;;;;;;;;;;;24981438.97;;;;;;;;;;12106726.74;5667762.72;;6438964.02;;132334.28;;;;;;;;70867358.85;70999693.13
41.081.336/0001-03;2025-08-01;1;33562932.44;209979.02;;33352953.42;;1938212549.79;1913167997.17;;418807982.84;1494360014.33;;;;;;;;;;;;;;;25044552.62;;;;;;;;;;10840841.09;5639399.61;;5201441.48;;69707.93;;;;;;;;70952200.5;71021908.43
41.081.336/0001-03;2025-09-01;1;35067828.86;201796.53;;34866032.33;;1939014643.35;1913970090.73;;418807982.84;1495162107.89;;;;;;;;;;;;;;;25044552.62;;;;;;;;;;11485989.24;5658771.71;;5827217.53;;69707.93;;;;;;;;70898899.7;70968607.63
41.081.356/0001-84;2025-01-01;1;346526.37;1516;;;345010.37;48757185.19;611137.45;;;;;611137.45;;;;;;;;;13326757.55;;;;;;;;34819290.19;;;;;;340328.93;;;340328.93;526104.18;64162.5;14426.52;;;;;;;16206.45;620899.65
41.081.356/0001-84;2025-02-01;1;569593;1443;;;568150;48682898.83;611137.45;;;;;611137.45;;;;;;;;;13350683.96;;;;;;;;34721077.42;;;;;;321121.58;;;321121.58;526104.18;58530.67;14426.52;;;;;;;93539.98;692601.35
41.081.356/0001-84;2025-03-01;1;149297.84;1361.5;;;147936.34;48508232.41;611137.45;;;;;611137.45;;;;;;;;;12922051.06;;;;;;;;34975043.9;;;;;;247137.87;;;247137.87;526104.18;33237.81;2285.02;;;;;;;46172.14;607799.15
41.081.356/0001-84;2025-04-01;1;242095.65;1285;;;240810.65;49230512.31;611137.45;;;;;611137.45;;;;;;;;;13112233.97;;;;;;;;35507140.89;;;;;;217413.55;;;217413.55;526104.18;58218.07;12805.85;;;;;;;23087.47;620215.57
41.081.356/0001-84;2025-05-01;1;870072.26;1206;;;868866.26;48715080.39;611137.45;;;;;611137.45;;;;;;;;;12195381.1;;;;;;;;35908561.84;;;;;;173932.22;;;173932.22;526104.18;61739.15;36158.04;;;;;;;20798.08;644799.45
41.081.356/0001-84;2025-06-01;1;1777016.32;1127;;;1775889.32;47575766.08;611137.45;;;;;611137.45;;;;;;;;;16083882.45;;;;;;;;30880746.18;;;;;;405147.65;;;405147.65;526104.18;61739.15;76322.95;;;;;;;20450.89;684617.17
41.081.356/0001-84;2025-07-01;1;8276337.74;1100;;;8275237.74;41587181.02;611137.45;;;;;611137.45;;;;;;;;;13575716.01;;;;;;;;27400327.56;;;;;;69610.22;;;69610.22;526104.18;67704.98;41582.32;;;;;;;25017.86;660409.34
41.081.356/0001-84;2025-08-01;1;199168.67;1100;;;198068.67;48602999.72;611137.45;;;;;611137.45;;;;;;;;;16153923.59;;;;;;;;31837938.68;;;;;;1327267.41;;29458.97;1297808.44;467648.16;61946.54;69786.67;;;;;;;16037.76;615419.13
41.081.356/0001-84;2025-09-01;1;819322.65;1100.01;;;818222.64;49353732.76;611137.45;;;;;611137.45;;;;;;;;;14598582.11;;;;;;;;34144013.2;;;;;;65124.85;;29458.97;35665.88;409192.14;65316.87;122692.74;;;;;;;7011.71;604213.46
41.081.374/0001-66;2025-01-01;1;18170478.61;1100;;;18169378.61;150631174.69;0;;;;;;;;;;;;;;4037303.89;;;;;;;;141260050.63;;;5333820.17;;;0;;;;1332997.28;138364.3;;;;;;;;28703.68;1500065.26
41.081.374/0001-66;2025-02-01;1;21056934.29;500.19;;;21056434.1;145018051.29;0;;;;;;;;;;;;;;4010113.05;;;;;;;;135623998.86;;;5383939.38;;;2149878.86;;;2149878.86;1510730.25;126831.98;;;;;;;;23388.09;1660950.32
41.081.374/0001-66;2025-03-01;1;22999032.88;798.85;;;22998234.03;168501337.35;0;;;;;;;;;;;;;;19920552.06;;;;;;;;143147528.2;;;5433257.09;;;2704425.32;;;2704425.32;1612947.21;119671.87;;;;;;;;26247829.08;27980448.16
41.081.374/0001-66;2025-04-01;1;9277222.9;719.85;;;9276503.05;184795811.16;0;;;;;;;;;;;;;;15876335.99;;;;;;;;163431541.13;;;5487934.04;;;2406524.95;;;2406524.95;2054366.3;142161.14;;;;;;;;141636.32;2338163.76
41.081.374/0001-66;2025-05-01;1;10112633.66;839.8;;;10111793.86;183594282.66;0;;;;;;;;;;;;;;14462712.8;;;;;;;;166912586;;;2218983.86;;;2311342.5;;;2311342.5;2054366.3;154589.21;;;;;;;;154029.61;2362985.12
41.081.374/0001-66;2025-06-01;1;11166460.74;1100;;;11165360.74;182095472.6;0;;;;;;;;;;;;;;14450253.41;;;;;;;;165403033.66;;;2242185.53;;;2303203.82;;;2303203.82;2259802.93;146394.42;;;;;;;;129051.61;2535248.96
41.081.374/0001-66;2025-07-01;1;6400692.09;1021;;;6399671.09;187556067.17;0;;;;;;;;;;;;;;14214197.69;;;;;;;;171072401.42;;;2269468.06;;;159838.82;;;159838.82;1848929.67;167756.48;;;;;;;;131816.67;2148502.82
41.081.374/0001-66;2025-08-01;1;2155308.03;508.5;;;2154799.53;192530579.14;0;;;;;;;;;;;;;;;;;;10140703.42;;;;182389875.72;;;;;;156322.32;;;156322.32;1848952.98;153059.5;;;;;;;;134801.72;2136814.2
41.081.374/0001-66;2025-09-01;1;5838036.02;1102.93;;;5836933.09;189170617.22;0;;;;;;;;;;;;;;14298407.3;;;;;;;;172550847.17;;;2321362.75;;;151867.05;;;151867.05;1848952.98;160923.76;104499.81;;;;;;;137899.57;2252276.12
41.088.458/0001-21;2025-01-01;1;19843997.55;2464.28;18307522.18;0;1534011.09;254042342.75;21145412.69;0;0;0;21145412.69;0;0;8224396.96;0;0;0;;0;0;31926357.44;0;0;0;33009647;0;0;;159736528.66;0;;0;0;0;7117836.22;0;7078298.82;39537.4;0;240831.95;0;0;0;0;0;0;0;29057;269888.95
41.088.458/0001-21;2025-02-01;2;5004317.66;51963.94;3542508.44;1409845.28;0;268620731.24;21145412.69;0;0;0;21145412.69;0;0;7830491.63;0;0;0;;0;0;32466164.71;0;0;0;33009647;0;0;;166943269.95;0;;7225745.26;0;0;6863370.81;0;6808997.56;54373.25;0;236319.24;0;0;0;0;0;0;0;32855.58;269174.82
41.088.458/0001-21;2025-03-01;2;11765036.24;0;0;1409353.79;10355682.45;263802944.76;21145412.69;0;0;0;21145412.69;0;0;8280669.15;0;0;0;;0;0;33536555.74;0;0;0;27376313;0;0;;163651384.95;0;;9812609.23;0;0;6552782.67;0;6539696.38;13086.29;0;257901.69;0;0;0;0;0;0;0;17961.8;275863.49
41.088.458/0001-21;2025-04-01;1;11875013.32;0;2110729.15;1410373.03;8353911.14;266385344.72;21145412.69;0;0;0;21145412.69;0;0;9202667.34;0;0;0;;0;0;34140569.59;0;0;0;27376313;0;0;;164609004.41;0;;9911377.69;0;0;6322909.05;0;6266829.48;56079.57;0;261443.49;0;0;0;0;0;0;0;23074.13;284517.62
41.088.458/0001-21;2025-05-01;1;25079680.35;0;15243414.69;1409240.5;8427025.16;253946283.66;21145412.69;0;0;0;21145412.69;0;0;9618215.82;0;0;0;;0;0;34019724.05;0;0;0;27376313;0;0;;161786618.1;0;;0;0;0;6066720.19;0;6001094.02;65626.17;0;267061.13;0;0;0;0;0;0;0;16005.34;283066.47
41.088.458/0001-21;2025-06-01;1;17373603.66;0;7480497.57;1395172.9;8497933.19;262968155.05;21145412.69;0;0;0;21145412.69;0;0;9834647.32;0;0;0;;0;0;35681707.98;0;0;0;27376313;0;0;;168930074.06;0;;0;0;0;7935132.98;0;5731792.84;2203340.14;0;266560.48;0;0;0;0;0;0;0;18209.79;284770.27
41.088.458/0001-21;2025-07-01;1;21620412.48;0;13992575.97;1399358.5;6228478.01;258001301.24;21145412.69;0;0;0;21145412.69;0;0;9224310.49;0;0;0;;0;0;28938420.89;0;0;0;24483323;0;0;;174209834.17;0;;0;0;0;5553252.37;0;5462491.66;90760.71;0;260291.75;0;0;0;0;0;0;0;496492.94;756784.69
41.088.458/0001-21;2025-08-01;1;17471855.56;0;9788131.23;1399358.99;6284365.34;257986231.45;21145412.69;0;0;0;21145412.69;0;0;5219997.42;0;0;0;;0;0;28404112.98;0;0;0;24483323;0;0;;178733385.36;0;;0;0;0;10460165.65;0;5193190.48;5266975.17;0;256170.58;0;0;0;0;0;0;0;31849.88;288020.46
41.088.458/0001-21;2025-09-01;1;8436763.77;0;5832914.57;1413833.85;1190015.35;271161031.63;21145412.69;0;0;0;21145412.69;0;0;0;0;0;0;;0;0;28544725;0;0;0;24483323;0;0;;196987570.94;0;;0;0;0;5010210.9;0;4923889.3;86321.6;0;258810.96;0;0;0;0;0;0;0;183957.3;442768.26
41.088.534/0001-07;2025-01-01;2;10929.63;0;0;0;10929.63;35600300;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;35600300;0;0;;0;0;;0;0;0;109575.14;0;0;109575.14;0;64970.58;0;0;0;0;0;0;0;31633.91;96604.49
41.088.534/0001-07;2025-02-01;2;290989.06;0;0;0;290989.06;35600300;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;35600300;0;0;;0;0;;0;0;0;114306.96;0;0;114306.96;0;64970.58;0;0;0;0;0;0;0;39507.82;104478.4
41.088.534/0001-07;2025-03-01;1;204287.24;0;0;0;204287.24;35600300;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;35600300;0;0;;0;0;;0;0;0;113925.46;0;0;113925.46;0;65309.92;0;0;0;0;0;0;0;23881.72;89191.64
41.088.534/0001-07;2025-04-01;2;5478228.75;0;5021889.29;0;456339.46;30300300;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;30300300;0;0;;0;0;;0;0;0;115720.92;0;0;115720.92;0;65503.35;0;0;0;0;0;0;0;5331755.63;5397258.98
41.088.534/0001-07;2025-05-01;3;2710188.25;0;2281336.44;0;428851.81;28100300;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;28100300;0;0;;0;0;;0;0;0;134385.62;0;0;134385.62;0;56605.79;0;0;0;0;0;0;0;45128.25;101734.04
41.088.534/0001-07;2025-06-01;2;2681565.52;0;2306357.77;0;375207.75;28100300;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;28100300;0;0;;0;0;;0;0;0;132947.18;0;0;132947.18;0;57182.7;0;0;0;0;0;0;0;2251951.59;2309134.29
41.088.534/0001-07;2025-07-01;1;1614941.82;0;0;0;1614941.82;28100300;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;28100300;0;0;;0;0;;0;0;0;148338.67;0;0;148338.67;0;53453.6;0;0;0;0;0;0;0;49583.36;103036.96
41.088.534/0001-07;2025-08-01;1;1575276.17;0;0;0;1575276.17;28100300;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;28100300;0;0;;0;0;;0;0;0;147254.39;0;0;147254.39;0;55378;0;0;0;0;0;0;0;56666.7;112044.7
41.088.534/0001-07;2025-09-01;1;1519145.33;0;0;0;1519145.33;28100300;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;0;0;0;28100300;0;0;;0;0;;0;0;0;149957.57;0;0;149957.57;0;55295.07;0;0;0;0;0;0;0;48870.31;104165.38
41.114.606/0001-35;2025-01-01;1;47966379.48;26504.41;0;0;47939875.07;168792196.57;168792196.57;18470891.99;0;150321304.58;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8558527.87;0;0;8558527.87;0;244341.56;0;0;0;0;0;0;0;11571471.26;11815812.82
41.114.606/0001-35;2025-02-01;1;42432595.88;25035.07;0;0;42407560.81;172893924.87;172893924.87;18470891.99;0;154423032.88;0;0;0;0;0;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;8389138.04;0;0;8389138.04;0;244448.48;0;0;0;0;0;0;0;9841612.25;10086060.73
